,customer_id,gender,date,value,predicted_gender,week_number_of_year
192,1184,1,2017-01-08 23:16:30,83.5,1,1
193,1127,1,2017-01-08 23:44:25,10.0,1,1
194,1185,1,2017-01-09 00:12:05,78.0,1,2
195,1186,0,2017-01-09 01:08:06,550.0,1,2
196,1187,1,2017-01-09 01:36:07,143.65,1,2
197,1188,1,2017-01-09 02:32:10,215.57,1,2
198,1189,0,2017-01-09 02:46:32,109.0,0,2
199,1190,0,2017-01-09 03:18:44,312.85,0,2
200,1191,1,2017-01-09 04:56:31,589.6,1,2
201,1192,1,2017-01-09 05:14:44,982.0,1,2
202,1193,1,2017-01-09 05:36:30,10.89,1,2
203,1194,1,2017-01-09 10:39:44,512.0,0,2
204,1195,1,2017-01-09 11:34:16,250.8,0,2
205,1196,0,2017-01-09 15:01:59,596.0,1,2
206,1197,1,2017-01-09 16:12:19,350.8,1,2
207,1198,1,2017-01-09 17:05:09,368.0,0,2
208,1199,1,2017-01-09 17:19:24,250.0,1,2
209,1200,0,2017-01-09 17:37:06,535.6,1,2
210,1201,1,2017-01-09 17:47:56,603.17,1,2
211,1202,1,2017-01-09 18:33:03,368.0,1,2
212,1203,0,2017-01-09 18:34:40,1008.6,1,2
213,1204,1,2017-01-09 18:38:06,188.0,1,2
214,1205,1,2017-01-09 19:03:03,90.1,1,2
215,1206,1,2017-01-09 19:27:53,356.0,1,2
216,1207,1,2017-01-09 19:46:00,133.7,1,2
217,1208,1,2017-01-09 20:45:24,469.0,1,2
218,1209,1,2017-01-09 21:00:05,354.93,0,2
219,1210,1,2017-01-09 21:17:57,143.2,1,2
220,1211,1,2017-01-09 21:27:24,182.91,1,2
221,1212,0,2017-01-09 21:30:53,116.8,1,2
222,1213,0,2017-01-09 21:49:57,278.2,1,2
223,1214,0,2017-01-09 22:41:09,174.33,1,2
224,1215,1,2017-01-10 00:13:13,496.48,1,2
225,1216,1,2017-01-10 01:57:08,595.4,1,2
226,1217,0,2017-01-10 02:35:05,168.0,0,2
227,1218,0,2017-01-10 02:38:11,896.8,1,2
228,1219,1,2017-01-10 02:58:30,202.0,1,2
229,1220,1,2017-01-10 03:55:41,293.09,1,2
230,1221,1,2017-01-10 04:09:18,269.2,1,2
231,1222,0,2017-01-10 04:42:18,172.02,0,2
232,1223,0,2017-01-10 09:56:22,379.72,0,2
233,1224,0,2017-01-10 10:46:33,466.0,0,2
234,1225,1,2017-01-10 13:35:04,248.0,1,2
235,1226,0,2017-01-10 13:44:17,10.0,1,2
236,1227,1,2017-01-10 13:55:09,248.0,0,2
237,1228,0,2017-01-10 14:28:49,166.0,0,2
238,1229,1,2017-01-10 14:51:51,124.0,1,2
239,1230,1,2017-01-10 16:10:26,285.4,1,2
240,1231,1,2017-01-10 16:28:05,504.0,0,2
241,1232,0,2017-01-10 16:49:48,256.0,1,2
242,1233,1,2017-01-10 17:23:01,20.0,0,2
243,1234,1,2017-01-10 17:26:00,226.46,1,2
244,1235,0,2017-01-10 17:39:03,494.0,0,2
245,1236,0,2017-01-10 18:12:01,270.01,1,2
246,1237,1,2017-01-10 18:12:34,358.8,1,2
247,1238,0,2017-01-10 18:20:58,248.0,1,2
248,1239,0,2017-01-10 18:31:02,346.0,1,2
249,1240,0,2017-01-10 18:34:27,224.2,1,2
250,1241,1,2017-01-10 18:49:00,1072.0,1,2
251,1242,1,2017-01-10 19:23:48,1530.0,1,2
252,1243,0,2017-01-10 19:31:50,434.0,0,2
253,1244,1,2017-01-10 19:38:12,84.0,1,2
254,1245,0,2017-01-10 19:41:39,263.7,1,2
255,1246,0,2017-01-10 19:48:09,1871.92,1,2
256,1247,1,2017-01-10 20:06:17,693.35,1,2
257,1248,0,2017-01-10 20:09:41,10.0,0,2
258,1249,0,2017-01-10 20:26:31,179.2,1,2
259,1250,1,2017-01-10 20:39:46,497.37,0,2
260,1251,0,2017-01-10 20:41:32,183.0,0,2
261,1167,1,2017-01-10 21:08:18,208.0,1,2
262,1252,0,2017-01-10 21:09:55,384.33,0,2
263,1253,1,2017-01-10 21:27:19,10.0,1,2
264,1254,0,2017-01-10 21:47:13,98.5,1,2
265,1255,1,2017-01-10 21:51:06,182.91,1,2
266,1256,1,2017-01-10 21:56:44,309.2,1,2
267,1069,1,2017-01-10 22:17:10,258.0,1,2
268,1257,1,2017-01-10 22:29:10,108.0,1,2
269,1258,0,2017-01-10 22:38:25,426.8,1,2
270,1259,1,2017-01-10 22:43:42,603.17,1,2
271,1260,1,2017-01-10 22:43:47,161.2,1,2
272,1261,0,2017-01-10 22:48:11,517.02,1,2
273,1262,0,2017-01-10 23:14:25,10.89,0,2
274,1263,0,2017-01-10 23:17:32,264.89,1,2
275,1264,1,2017-01-10 23:50:17,782.61,0,2
276,1265,0,2017-01-10 23:58:28,397.51,0,2
277,1266,1,2017-01-11 01:16:22,237.0,0,2
278,1267,1,2017-01-11 01:18:56,243.8,1,2
279,1268,0,2017-01-11 01:44:29,1004.0,0,2
280,1269,1,2017-01-11 01:49:41,278.0,1,2
281,1270,0,2017-01-11 02:26:03,100.0,0,2
282,1271,1,2017-01-11 03:03:31,138.0,1,2
283,1272,0,2017-01-11 04:31:14,258.0,0,2
284,1273,0,2017-01-11 04:33:26,436.0,1,2
285,1274,1,2017-01-11 04:35:56,282.22,1,2
286,1275,1,2017-01-11 05:14:12,152.2,1,2
287,1276,1,2017-01-11 06:45:37,198.0,1,2
288,1277,0,2017-01-11 11:07:47,162.8,0,2
289,1278,0,2017-01-11 12:02:35,424.4,1,2
290,1279,0,2017-01-11 14:13:22,10.0,1,2
291,1280,0,2017-01-11 14:15:34,149.0,0,2
292,1281,1,2017-01-11 14:19:27,664.0,1,2
293,1165,1,2017-01-11 14:50:28,208.0,0,2
294,1282,0,2017-01-11 14:57:29,225.94,1,2
295,1283,0,2017-01-11 15:01:09,476.0,1,2
296,1284,1,2017-01-11 15:03:52,215.57,1,2
297,1285,1,2017-01-11 15:38:10,490.81,1,2
298,1286,0,2017-01-11 15:39:14,224.2,1,2
299,1287,0,2017-01-11 15:45:49,670.0,0,2
300,1288,1,2017-01-11 17:54:06,204.69,0,2
301,1289,1,2017-01-11 17:59:31,169.0,1,2
302,1290,1,2017-01-11 18:15:19,168.0,0,2
303,1291,1,2017-01-11 18:59:37,315.3,1,2
304,1292,1,2017-01-11 19:47:52,258.0,1,2
305,1293,1,2017-01-11 20:25:53,122.8,1,2
306,1294,1,2017-01-11 20:40:53,692.0,1,2
307,1295,1,2017-01-11 21:44:45,150.0,0,2
308,1101,1,2017-01-11 22:02:52,176.0,1,2
309,1296,0,2017-01-11 22:39:32,170.8,1,2
310,1147,0,2017-01-11 22:43:06,490.81,0,2
311,1297,1,2017-01-12 00:05:20,734.0,1,2
312,1180,0,2017-01-12 01:20:59,112.32,0,2
313,1298,1,2017-01-12 01:36:53,898.93,0,2
314,1034,1,2017-01-12 02:05:56,226.0,1,2
315,1299,0,2017-01-12 03:39:55,10.89,0,2
316,1300,1,2017-01-12 04:34:13,168.0,1,2
317,1301,0,2017-01-12 04:47:18,156.0,0,2
318,1302,1,2017-01-12 04:47:50,203.5,1,2
319,1303,1,2017-01-12 04:57:22,740.6,1,2
320,1304,1,2017-01-12 05:19:31,10.0,1,2
321,1305,0,2017-01-12 07:19:00,704.0,0,2
322,1306,1,2017-01-12 12:53:29,376.71,0,2
323,1307,1,2017-01-12 13:38:12,10.74,1,2
324,1054,1,2017-01-12 14:22:09,10.0,1,2
325,1308,1,2017-01-12 14:29:18,622.0,0,2
326,1309,0,2017-01-12 14:58:53,366.4,1,2
327,1310,1,2017-01-12 15:19:07,426.25,0,2
328,1311,1,2017-01-12 15:39:00,233.2,1,2
329,1312,1,2017-01-12 16:23:30,1562.5,1,2
330,1313,1,2017-01-12 16:27:23,774.0,0,2
331,1193,1,2017-01-12 16:38:04,291.79,1,2
332,1314,1,2017-01-12 16:45:47,269.25,1,2
333,1315,1,2017-01-12 16:45:54,215.57,1,2
334,1316,0,2017-01-12 17:02:14,10.0,1,2
335,1317,0,2017-01-12 17:43:49,248.0,0,2
336,1318,0,2017-01-12 17:43:57,195.52,0,2
337,1319,0,2017-01-12 18:16:19,244.1,1,2
338,1320,0,2017-01-12 18:37:37,524.0,0,2
339,1321,1,2017-01-12 18:39:43,270.01,1,2
340,1322,1,2017-01-12 18:57:10,280.9,0,2
341,1323,1,2017-01-12 19:34:00,258.0,1,2
342,1324,1,2017-01-12 20:22:04,184.15,1,2
343,1325,0,2017-01-12 20:43:18,10.0,0,2
344,1326,1,2017-01-12 20:50:56,217.0,1,2
345,1327,1,2017-01-12 21:57:31,662.0,1,2
346,1328,0,2017-01-12 22:13:55,302.32,0,2
347,1329,0,2017-01-12 22:53:21,224.2,1,2
348,1330,0,2017-01-12 23:28:39,550.91,1,2
349,1331,1,2017-01-12 23:51:17,268.0,1,2
350,1332,1,2017-01-13 00:55:38,298.0,1,2
351,1333,1,2017-01-13 01:01:50,634.0,1,2
352,1334,1,2017-01-13 02:00:11,240.5,1,2
353,1335,1,2017-01-13 02:49:13,10.0,0,2
354,1336,1,2017-01-13 03:03:34,476.0,1,2
355,1337,1,2017-01-13 03:13:04,1208.51,1,2
356,1338,0,2017-01-13 03:13:43,206.8,1,2
357,1339,1,2017-01-13 03:13:59,109.0,1,2
358,1340,1,2017-01-13 03:15:16,648.8,1,2
359,1338,0,2017-01-13 03:15:59,94.0,1,2
360,1341,0,2017-01-13 03:17:43,268.0,1,2
361,1342,0,2017-01-13 03:17:59,280.9,1,2
362,1263,0,2017-01-13 03:33:31,359.45,1,2
363,1074,1,2017-01-13 04:00:38,198.0,1,2
364,1343,0,2017-01-13 04:14:34,313.56,0,2
365,1344,1,2017-01-13 04:52:02,150.0,1,2
366,1345,0,2017-01-13 06:25:32,598.5,1,2
367,1346,1,2017-01-13 07:08:49,724.0,1,2
368,1347,1,2017-01-13 07:35:54,590.58,0,2
369,1348,1,2017-01-13 11:31:06,1698.8,1,2
370,1349,1,2017-01-13 14:34:56,250.0,0,2
371,1350,1,2017-01-13 15:08:51,612.65,1,2
372,1209,1,2017-01-13 15:38:08,387.6,0,2
373,1351,0,2017-01-13 16:08:26,10.0,0,2
374,1352,0,2017-01-13 16:16:53,890.0,1,2
375,1353,0,2017-01-13 17:03:33,150.0,1,2
376,1354,1,2017-01-13 17:19:06,471.5,1,2
377,1355,0,2017-01-13 17:20:30,302.89,1,2
378,1356,1,2017-01-13 17:40:34,305.2,0,2
379,1357,1,2017-01-13 18:49:13,318.0,1,2
380,1358,0,2017-01-13 18:54:48,186.0,0,2
381,1155,0,2017-01-13 19:31:34,456.0,1,2
382,1135,0,2017-01-13 19:31:42,226.0,0,2
383,1134,1,2017-01-13 19:47:16,178.0,1,2
384,1359,0,2017-01-13 20:34:20,134.0,1,2
385,1360,1,2017-01-13 20:41:20,10.0,1,2
386,1361,0,2017-01-13 20:41:47,639.0,0,2
387,1362,0,2017-01-13 20:43:15,238.42,0,2
388,1363,1,2017-01-13 20:50:38,226.0,1,2
389,1364,1,2017-01-13 20:59:33,446.0,1,2
390,1365,1,2017-01-13 21:02:47,411.8,1,2
391,1366,1,2017-01-13 21:04:35,10.89,1,2
392,1367,0,2017-01-13 21:09:52,10.0,1,2
393,1368,1,2017-01-13 21:41:25,98.2,0,2
394,1369,0,2017-01-13 22:36:32,215.57,1,2
395,1370,0,2017-01-13 22:52:29,194.6,0,2
396,1371,1,2017-01-13 22:59:09,463.92,1,2
397,1372,1,2017-01-13 23:12:35,1030.0,1,2
398,1373,1,2017-01-13 23:12:37,288.0,1,2
399,1374,0,2017-01-13 23:21:35,560.7,1,2
400,1375,1,2017-01-13 23:36:24,298.0,1,2
401,1376,0,2017-01-13 23:53:26,248.0,1,2
402,1377,1,2017-01-14 00:17:58,10.89,1,2
403,1378,0,2017-01-14 00:51:39,302.67,0,2
404,1058,0,2017-01-14 00:56:13,457.5,0,2
405,1379,0,2017-01-14 01:04:49,168.0,0,2
406,1380,0,2017-01-14 02:00:13,319.6,0,2
407,1285,1,2017-01-14 02:25:10,133.7,1,2
408,1381,0,2017-01-14 02:40:05,198.0,0,2
409,1382,1,2017-01-14 03:14:04,154.72,0,2
410,1383,0,2017-01-14 03:34:46,180.81,1,2
411,1384,1,2017-01-14 03:59:07,314.0,1,2
412,1192,1,2017-01-14 05:08:38,840.0,1,2
413,1385,0,2017-01-14 09:21:07,594.0,0,2
414,1386,1,2017-01-14 12:43:15,510.0,1,2
415,1387,1,2017-01-14 15:40:00,1004.0,0,2
416,1107,0,2017-01-14 15:58:09,540.02,0,2
417,1388,0,2017-01-14 16:13:10,258.0,0,2
418,1389,1,2017-01-14 16:18:46,409.37,1,2
419,1390,1,2017-01-14 18:45:46,150.0,1,2
420,1391,1,2017-01-14 19:07:56,292.8,1,2
421,1392,1,2017-01-14 19:11:19,111.52,1,2
422,1393,0,2017-01-14 19:18:35,503.4,0,2
423,1394,0,2017-01-14 21:09:44,316.0,1,2
424,1395,0,2017-01-14 21:25:54,270.01,1,2
425,1396,0,2017-01-14 21:34:12,882.0,0,2
426,1397,1,2017-01-14 21:44:09,10.0,1,2
427,1398,1,2017-01-14 21:46:13,10.89,1,2
428,1399,0,2017-01-14 22:09:20,350.2,0,2
429,1186,0,2017-01-14 22:21:17,494.0,1,2
430,1400,1,2017-01-14 22:32:03,258.0,0,2
431,1401,0,2017-01-14 22:32:46,10.0,1,2
432,1402,1,2017-01-14 22:41:30,298.0,1,2
433,1279,0,2017-01-14 23:07:57,168.0,1,2
434,1403,1,2017-01-15 00:06:03,268.0,1,2
435,1403,1,2017-01-15 00:24:27,0.0,1,2
436,1404,1,2017-01-15 01:19:27,164.5,1,2
437,1405,0,2017-01-15 01:30:15,401.5,0,2
438,1406,1,2017-01-15 01:48:25,160.12,1,2
439,1407,0,2017-01-15 03:23:05,233.2,1,2
440,1408,1,2017-01-15 03:29:29,188.2,1,2
441,1409,0,2017-01-15 03:59:15,265.3,1,2
442,1410,0,2017-01-15 14:19:44,283.6,0,2
443,1411,0,2017-01-15 15:48:54,182.8,1,2
444,1412,0,2017-01-15 15:57:55,278.2,0,2
445,1413,0,2017-01-15 17:54:57,10.0,0,2
446,1164,0,2017-01-15 17:56:15,338.0,0,2
447,1414,0,2017-01-15 18:41:10,139.0,1,2
448,1415,1,2017-01-15 20:29:18,270.01,1,2
449,1416,1,2017-01-15 20:40:52,517.06,1,2
450,1417,1,2017-01-15 21:05:19,100.0,0,2
451,1418,1,2017-01-15 21:11:36,1856.0,1,2
452,1419,1,2017-01-15 21:53:33,444.8,1,2
453,1420,0,2017-01-15 22:28:37,404.0,0,2
454,1154,0,2017-01-15 23:01:14,91.52,1,2
455,1421,0,2017-01-15 23:09:03,604.0,0,2
456,1422,0,2017-01-15 23:20:20,228.0,0,2
457,1423,1,2017-01-15 23:33:09,64.0,1,2
458,1424,1,2017-01-16 00:03:02,168.0,1,3
459,1425,0,2017-01-16 00:24:22,519.8,0,3
460,1426,1,2017-01-16 00:31:56,446.0,0,3
461,1427,0,2017-01-16 01:39:00,170.8,0,3
462,1428,0,2017-01-16 01:52:03,298.0,0,3
463,1429,1,2017-01-16 02:34:24,118.89,0,3
464,1430,1,2017-01-16 02:39:23,364.0,0,3
465,1431,1,2017-01-16 02:54:26,308.0,1,3
466,1432,1,2017-01-16 02:58:47,10.0,1,3
467,1433,0,2017-01-16 03:22:59,522.0,1,3
468,1434,1,2017-01-16 04:17:23,146.0,0,3
469,1435,0,2017-01-16 05:52:44,198.0,1,3
470,1436,0,2017-01-16 11:29:53,324.91,1,3
471,1437,0,2017-01-16 14:27:35,1117.0,0,3
472,1438,0,2017-01-16 16:47:40,407.0,1,3
473,1439,0,2017-01-16 16:55:20,124.0,0,3
474,1440,0,2017-01-16 17:23:32,10.0,1,3
475,1441,0,2017-01-16 17:29:34,376.0,1,3
476,1441,0,2017-01-16 17:35:15,348.8,1,3
477,1442,0,2017-01-16 18:25:35,10.0,1,3
478,1443,0,2017-01-16 18:27:22,179.2,0,3
479,1444,0,2017-01-16 18:54:28,260.2,1,3
480,1445,0,2017-01-16 18:56:44,206.0,0,3
481,1446,1,2017-01-16 19:06:04,659.8,1,3
482,1447,1,2017-01-16 19:27:49,436.0,1,3
483,1448,1,2017-01-16 19:48:04,10.0,1,3
484,1449,1,2017-01-16 19:52:30,168.0,1,3
485,1450,0,2017-01-16 20:05:23,326.0,0,3
486,1451,1,2017-01-16 20:06:01,229.6,1,3
487,1452,0,2017-01-16 20:16:18,438.11,1,3
488,1453,1,2017-01-16 20:18:11,528.4,1,3
489,1454,0,2017-01-16 21:03:58,112.6,1,3
490,1300,1,2017-01-16 21:13:57,274.0,1,3
491,1455,0,2017-01-16 21:14:27,98.0,0,3
492,1456,0,2017-01-16 21:44:39,1000.0,0,3
493,1457,1,2017-01-16 21:51:31,215.57,1,3
494,1458,1,2017-01-16 22:00:38,208.0,1,3
495,1257,1,2017-01-16 22:19:54,98.0,1,3
496,1459,0,2017-01-16 23:04:29,10.89,0,3
